23 1 0 12 12
29 0 0 34 34
40 1 0 6 6
49 1 0 14 14
38 0 0 16 16
31 0 0 9 9
21 0 0 15 15
8 0 0 15 15
37 1 0 0 0
53 1 0 1 1
31 0 1 4 4
57 0 1 0 0
57 0 1 0 0
59 0 1 2 2
29 0 1 1 1
41 1 0 2 2
71 0 1 0 0
59 0 1 0 0
71 0 1 0 0
70 0 1 7 7
77 0 1 2 2
70 1 0 9 9
87 0 1 6 6
59 0 1 4 4
65 0 1 1 1
28 1 0 7 7
77 0 1 0 0
65 0 1 0 0
73 0 1 4 4
99 1 0 2 2
57 0 1 0 0
77 0 1 4 4
57 1 0 2 2
47 0 0 21 21
24 0 1 1 1
84 0 1 0 0
73 0 1 1 1
81 0 1 16 16
52 0 0 9 9
75 0 1 16 16
65 1 0 0 0
44 0 0 11 11
44 0 1 1 1
79 0 1 2 2
20 0 1 3 3
16 1 0 4 4
99 1 0 2 2
71 0 0 7 7
46 0 1 7 7
57 1 0 0 0
67 1 0 1 1
87 0 1 1 1
70 0 1 0 0
21 0 1 13 13
31 0 1 1 1
63 0 1 0 0
44 1 0 1 1
34 0 1 0 0
77 0 0 4 4
94 0 1 0 0
41 0 0 4 4
67 0 1 0 0
61 0 1 2 2
82 0 1 0 0
63 0 0 4 4
63 0 1 0 0
77 0 1 4 4
46 0 1 3 3
8 0 1 1 1
61 1 0 0 0
71 1 0 1 1
65 0 1 4 4
41 1 0 1 1
16 1 0 9 9
22 0 1 0 0
57 1 0 4 4
51 1 0 8 8
74 1 0 13 13
41 0 1 0 0
87 0 1 0 0
67 0 1 0 0
99 1 0 0 0
63 1 0 2 2
65 0 1 5 5
71 0 1 1 1
77 0 1 0 0
67 0 0 3 3
79 1 0 1 1
20 0 1 2 2
84 0 0 4 4
28 1 0 5 5
20 0 1 3 3
26 0 1 1 1
75 1 0 3 3
63 0 1 6 6
39 0 1 8 8
32 1 0 21 21
15 1 0 1 1
55 0 1 7 7
32 1 0 5 5
34 1 0 1 1
67 0 1 1 1
41 0 1 0 0
41 0 1 4 4
29 1 0 0 0
43 0 1 14 14
77 1 0 2 2
53 0 1 2 2
44 0 1 2 2
51 0 1 0 0
67 0 1 1 1
49 0 1 19 19
37 1 0 2 2
65 0 1 11 11
43 0 0 3 3
48 1 0 5 5
99 0 0 16 16
34 0 1 0 0
87 0 1 5 5
75 0 1 3 3
57 1 0 2 2
61 0 1 2 2
73 0 0 8 8
70 0 1 0 0
99 0 1 3 3
73 0 1 0 0
66 0 1 1 1
57 1 0 9 9
77 0 1 1 1
53 0 1 0 0
73 0 1 0 0
84 0 1 1 1
83 1 0 12 12
77 0 1 3 3
44 0 1 0 0
79 0 1 1 1
53 0 0 8 8
43 0 1 1 1
46 0 1 1 1
35 1 0 7 7
63 0 1 6 6
75 0 1 0 0
84 0 1 8 8
41 1 0 0 0
32 0 1 1 1
12 1 0 0 0
61 0 1 4 4
99 1 0 17 17
67 0 0 9 9
35 0 1 0 0
70 0 1 0 0
87 0 1 1 1
70 0 1 3 3
57 1 0 1 1
44 0 1 2 2
26 0 1 2 2
63 0 1 2 2
8 1 0 5 5
63 0 1 3 3
59 0 1 7 7
46 0 1 1 1
26 1 0 1 1
79 0 1 3 3
59 1 0 0 0
90 0 1 0 0
77 0 1 2 2
